event_id,n_priced,n_distinct_price,price_first,price_last,price_lo,price_hi,abs_range,rel_range,n_changes,total_abs_variation,is_flat
rZ7HnEZ1Afxo0K,4,2,26.55,0.0,0.0,26.55,26.55,1.0,1,26.55,False
rZ7HnEZ1AfJ7GN,8,2,0.0,26.38,0.0,26.38,26.38,,1,26.38,False
rZ7HnEZ1Afx6eK,8,2,26.24,0.0,0.0,26.24,26.24,1.0,1,26.24,False
rZ7HnEZ1AfPIaN,8,2,0.0,26.15,0.0,26.15,26.15,,1,26.15,False
rZ7HnEZ1AfOFbd,8,2,59.47,85.58,59.47,85.58,26.11,0.4390448965865142,1,26.11,False
rZ7HnEZ1Af-JbK,8,2,0.0,26.0,0.0,26.0,26.0,,1,26.0,False
rZ7HnEZ1AfJdFK,8,2,0.0,26.0,0.0,26.0,26.0,,1,26.0,False
rZ7HnEZ1Af0kqK,8,2,0.0,24.95,0.0,24.95,24.95,,1,24.95,False
rZ7HnEZ1AfP8ON,8,2,0.0,24.95,0.0,24.95,24.95,,1,24.95,False
rZ7HnEZ1Afk34V,7,2,0.0,24.95,0.0,24.95,24.95,,1,24.95,False
rZ7HnEZ1Afk3p7,7,2,0.0,24.95,0.0,24.95,24.95,,1,24.95,False
rZ7HnEZ1AfAJP0,6,2,24.91,0.0,0.0,24.91,24.91,1.0,1,24.91,False
rZ7HnEZ1AfAJPV,5,2,24.91,0.0,0.0,24.91,24.91,1.0,1,24.91,False
rZ7HnEZ1Af-9FS,8,2,0.0,23.62,0.0,23.62,23.62,,1,23.62,False
rZ7HnEZ1AfkpvV,6,2,0.0,23.1,0.0,23.1,23.1,,1,23.1,False
rZ7HnEZ1Af0a0d,8,2,5.16,27.51,5.16,27.51,22.35,4.3313953488372094,1,22.35,False
rZ7HnEZ1Af7fAV,2,2,35.5,57.12,35.5,57.12,21.619999999999997,0.6090140845070422,1,21.619999999999997,False
rZ7HnEZ1Af0Ord,8,2,21.49,0.0,0.0,21.49,21.49,1.0,1,21.49,False
rZ7HnEZ1Af0eAK,8,2,0.0,21.23,0.0,21.23,21.23,,1,21.23,False
rZ7HnEZ1AfxouN,3,2,44.69,65.29,44.69,65.29,20.60000000000001,0.46095323338554506,1,20.60000000000001,False
rZ7HnEZ1AfJepK,8,2,14.95,34.95,14.95,34.95,20.000000000000004,1.3377926421404684,1,20.000000000000004,False
rZ7HnEZ1AfOzrK,8,2,19.9,0.0,0.0,19.9,19.9,1.0,1,19.9,False
rZ7HnEZ1Afq7FS,8,2,22.1,40.04,22.1,40.04,17.939999999999998,0.8117647058823528,1,17.939999999999998,False
rZ7HnEZ1AfP8PS,8,2,24.6,42.09,24.6,42.09,17.490000000000002,0.7109756097560976,1,17.490000000000002,False
rZ7HnEZ1Af-9xd,4,2,0.0,15.99,0.0,15.99,15.99,,1,15.99,False
rZ7HnEZ1AfQF-S,8,2,32.86,17.44,17.44,32.86,15.419999999999998,0.46926354230066947,1,15.419999999999998,False
rZ7HnEZ1AfOy1d,4,3,24.95,39.95,24.95,39.95,15.000000000000004,0.6012024048096194,2,15.000000000000004,False
rZ7HnEZ1Af-MFd,8,2,34.95,49.95,34.95,49.95,15.0,0.42918454935622313,1,15.0,False
rZ7HnEZ1AfONad,8,2,15.0,15.0,0.0,15.0,15.0,1.0,2,30.0,False
rZ7HnEZ1Af-dQK,8,2,22.1,36.71,22.1,36.71,14.61,0.6610859728506787,1,14.61,False
rZ7HnEZ1Af0eFN,8,2,22.1,36.71,22.1,36.71,14.61,0.6610859728506787,1,14.61,False
rZ7HnEZ1Af-eON,8,2,8.69,23.01,8.69,23.01,14.320000000000002,1.6478711162255468,1,14.320000000000002,False
rZ7HnEZ1AfP6-d,8,2,0.0,13.93,0.0,13.93,13.93,,1,13.93,False
rZ7HnEZ1AfkoZ0,7,2,116.22,102.6,102.6,116.22,13.620000000000005,0.11719153329891589,1,13.620000000000005,False
rZ7HnEZ1Afq8Gd,8,2,53.95,40.96,40.96,53.95,12.990000000000002,0.24077849860982395,1,12.990000000000002,False
rZ7HnEZ1Af-8uN,8,2,27.32,15.26,15.26,27.32,12.06,0.44143484626647145,1,12.06,False
rZ7HnEZ1AfOEkd,8,2,34.48,22.64,22.64,34.48,11.839999999999996,0.34338747099767974,1,11.839999999999996,False
rZ7HnEZ1Afx6FS,8,2,58.16,46.32,46.32,58.16,11.839999999999996,0.20357634112792292,1,11.839999999999996,False
rZ7HnEZ1AfOtoN,8,2,60.41,71.64,60.41,71.64,11.230000000000004,0.18589637477238877,1,11.230000000000004,False
rZ7HnEZ1Af-6fS,8,2,47.34,58.42,47.34,58.42,11.079999999999998,0.23405154203633285,1,11.079999999999998,False
rZ7HnEZ1Af7_J7,4,2,22.12,32.92,22.12,32.92,10.8,0.488245931283906,1,10.8,False
rZ7HnEZ1AfPOOK,8,2,13.82,24.6,13.82,24.6,10.780000000000001,0.7800289435600579,1,10.780000000000001,False
rZ7HnEZ1Afq_CK,8,2,45.9,56.67,45.9,56.67,10.770000000000003,0.23464052287581708,1,10.770000000000003,False
rZ7HnEZ1AfOEJd,8,2,36.53,25.97,25.97,36.53,10.560000000000002,0.28907747057213257,1,10.560000000000002,False
rZ7HnEZ1Af09ON,8,2,24.95,34.95,24.95,34.95,10.000000000000004,0.400801603206413,1,10.000000000000004,False
rZ7HnEZ1AfPv4S,3,3,24.95,34.95,24.95,34.95,10.000000000000004,0.400801603206413,2,10.000000000000004,False
rZ7HnEZ1Af-MFN,8,2,39.95,49.95,39.95,49.95,10.0,0.2503128911138923,1,10.0,False
rZ7HnEZ1Af-Mud,8,2,39.95,49.95,39.95,49.95,10.0,0.2503128911138923,1,10.0,False
rZ7HnEZ1Af-NvK,8,2,14.95,24.95,14.95,24.95,10.0,0.6688963210702341,1,10.0,False
rZ7HnEZ1Af-oJd,8,2,48.44,58.44,48.44,58.44,10.0,0.2064409578860446,1,10.0,False
rZ7HnEZ1Af-w4N,8,2,14.95,24.95,14.95,24.95,10.0,0.6688963210702341,1,10.0,False
rZ7HnEZ1Af0-GK,4,2,14.95,24.95,14.95,24.95,10.0,0.6688963210702341,1,10.0,False
rZ7HnEZ1Af04-N,8,2,14.95,24.95,14.95,24.95,10.0,0.6688963210702341,1,10.0,False
rZ7HnEZ1Af0O0d,8,2,14.95,24.95,14.95,24.95,10.0,0.6688963210702341,1,10.0,False
rZ7HnEZ1Af0UGS,8,2,14.95,24.95,14.95,24.95,10.0,0.6688963210702341,1,10.0,False
rZ7HnEZ1Af0VQK,4,2,14.95,24.95,14.95,24.95,10.0,0.6688963210702341,1,10.0,False
rZ7HnEZ1Af0ejN,8,2,14.95,24.95,14.95,24.95,10.0,0.6688963210702341,1,10.0,False
rZ7HnEZ1Af0kZN,8,2,14.95,24.95,14.95,24.95,10.0,0.6688963210702341,1,10.0,False
